time_s,scheduled_time_s,x,y,z,roll_rad,pitch_rad,yaw_rad,valid
10.302149,10.302033,-2647.890625,2.693020,1.124978,-0.000358461,0.002496362,-3.140748739,1
10.352237,10.352033,-2648.750000,2.691992,1.124999,-0.000005859,-0.000032783,-3.140381098,1
10.402301,10.402033,-2649.179688,2.691509,1.125121,-0.000001065,0.000054836,-3.140468836,1
10.452899,10.452033,-2650.039062,2.690664,1.120901,0.000428518,-0.001511812,-3.140390396,1
10.501962,10.502033,-2650.468262,2.690321,1.118167,-0.000344613,-0.002471089,-3.140764713,1
10.553046,10.552033,-2651.326172,2.690380,1.125099,0.000000844,0.000275969,3.141215801,1
10.602095,10.602033,-2651.755615,2.690751,1.124982,0.000000709,0.000275969,3.140725613,1
10.653170,10.652033,-2652.614746,2.691837,1.124744,0.000000586,0.000275969,3.140280008,1
10.702220,10.702033,-2653.043945,2.692485,1.124625,0.000000530,0.000275969,3.140079498,1
10.752346,10.752033,-2653.903076,2.693739,1.124387,0.000000549,0.000275969,3.140147686,1
10.802900,10.802033,-2654.332764,2.694327,1.124269,0.000000570,0.000275969,3.140223980,1
10.853018,10.852033,-2655.192139,2.695236,1.124030,0.000000680,0.000275969,3.140621901,1
10.903065,10.902033,-2655.622070,2.695656,1.123912,0.000000679,0.000275969,3.140615463,1
10.953174,10.952033,-2656.481934,2.696512,1.123673,0.000000687,0.000275969,3.140645027,1
11.002272,11.002033,-2656.911621,2.696942,1.123554,0.000000672,0.000275969,3.140592813,1
11.051912,11.052033,-2657.771240,2.697767,1.123316,0.000000714,0.000275969,3.140744209,1
11.102015,11.102033,-2658.200928,2.698002,1.123197,0.000000796,0.000275969,3.141041517,1
11.153283,11.152033,-2659.060547,2.698240,1.122959,0.000000870,0.000275969,3.141310692,1
11.202371,11.202033,-2659.490479,2.698382,1.122841,0.000000858,0.000275969,3.141263485,1
11.251989,11.252033,-2660.350830,2.698713,1.122624,-0.000003196,0.002542376,3.141278982,1
11.302050,11.302033,-2660.780762,2.698761,1.122817,-0.000726510,0.000634432,3.141498327,1
11.353116,11.352033,-2661.641602,2.698611,1.122256,0.000004617,-0.001080394,-3.141376019,1
11.401203,11.402033,-2662.071777,2.698580,1.122136,0.000000246,-0.001084804,-3.141521215,1
11.453285,11.452033,-2662.932373,2.698774,1.116894,-0.000010653,-0.003007889,3.141162872,1
11.502369,11.502033,-2663.362793,2.698948,1.121089,-0.000525175,-0.001452446,3.141176939,1
11.551987,11.552033,-2664.222656,2.698964,1.125057,0.000025731,0.000277042,-3.141480446,1
11.602031,11.602033,-2664.652832,2.698843,1.124943,-0.000000533,0.000276446,-3.141310692,1
11.653088,11.652033,-2665.512695,2.698531,1.124705,-0.000000533,0.000276446,-3.141268015,1
11.702140,11.702033,-2665.942383,2.698294,1.124587,-0.000000533,0.000276446,-3.141039848,1
11.753191,11.752033,-2666.801758,2.697407,1.124349,-0.000000533,0.000276446,-3.140432358,1
11.802280,11.802033,-2667.231445,2.696805,1.124230,-0.000000533,0.000276446,-3.140193224,1
11.852377,11.852033,-2668.091553,2.695477,1.123993,-0.000000533,0.000276446,-3.140009165,1
11.903211,11.902033,-2668.521240,2.694650,1.123874,-0.000000533,0.000276446,-3.139669895,1
11.952388,11.952033,-2669.380615,2.692824,1.123636,-0.000000533,0.000276446,-3.139389753,1
12.001930,12.002033,-2669.810303,2.691771,1.123517,-0.000000533,0.000276446,-3.139141798,1
12.051985,12.052033,-2670.668701,2.689900,1.123280,-0.000000533,0.000276446,-3.139490128,1
12.102032,12.102033,-2671.097656,2.689155,1.123161,-0.000000533,0.000276446,-3.139856339,1
12.153066,12.152033,-2671.955811,2.688407,1.122924,-0.000000533,0.000276446,-3.141060591,1
12.202141,12.202033,-2672.383789,2.688534,1.122806,-0.000000533,0.000276446,3.141295433,1
12.253174,12.252033,-2673.236816,2.689788,1.122652,-0.000056992,0.002881527,3.139845133,1
12.302255,12.302033,-2673.663086,2.690757,1.122545,-0.000376038,-0.000300527,3.139369249,1
12.352357,12.352033,-2674.516602,2.693164,1.122226,0.000001339,-0.001084208,3.138737440,1
12.401929,12.402033,-2674.943359,2.694348,1.122109,-0.000000533,-0.001085877,3.138817549,1
12.452061,12.452033,-2675.797363,2.696777,1.114619,0.000003367,-0.003873586,3.138800383,1
12.503062,12.502033,-2676.224609,2.697783,1.122864,-0.000506000,-0.000710845,3.139240742,1
